UID,UDC,UFN,UTN,DC_1,DC_2,DC_3,DC_4,DC_5,DC_6,DC_7,DC_8,DC_9,DC_10,DC_11,DC_12,DC_13,DC_14,DC_15,DC_16,DC_17,DC_18,DC_19,DC_20,DC_21,DC_22
38,1,76,66,54,3,0,0,0,0,0,1,0,8,4,0,0,1,4,1,0,0,0,0,0,0
39,1,34,22,19,2,0,0,0,0,0,0,0,0,0,1,0,1,7,3,0,0,0,0,0,1
40,1,3238,84,2186,191,7,24,22,16,3,11,9,57,98,36,4,142,167,149,4,29,46,1,21,15
41,1,20,42,9,2,0,1,0,0,0,0,0,1,2,1,0,1,0,3,0,0,0,0,0,0
42,1,36,100,17,1,0,1,0,0,0,2,0,2,4,1,0,0,6,1,0,0,0,0,1,0
43,1,42,2,7,2,0,0,1,0,0,0,0,1,3,0,0,4,17,6,1,0,0,0,0,0
44,1,192,66,163,1,0,0,0,0,0,0,0,2,3,0,0,9,11,2,0,0,1,0,0,0
45,1,32,1,21,0,0,0,0,0,0,0,0,0,4,0,0,0,5,2,0,0,0,0,0,0
46,1,23,10,12,1,0,0,0,0,0,0,0,0,1,1,0,1,3,3,0,0,0,0,0,1
47,1,19,2,14,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0
48,1,47,32,3,6,0,0,0,0,0,0,0,4,4,0,0,2,23,5,0,0,0,0,0,0
49,1,14,3,10,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
50,1,45,4,0,1,0,1,1,0,0,0,0,2,25,1,1,1,7,2,1,0,0,0,0,2
51,1,22,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52,1,12,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,16,17,8,0,0,0,0,0,0,0,0,1,2,0,0,2,1,2,0,0,0,0,0,0
54,1,51,5,5,4,1,0,1,1,0,0,0,2,4,2,1,4,18,6,0,1,0,0,1,0
55,1,11,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
56,1,51,24,4,1,0,1,0,0,0,0,1,1,2,3,0,0,31,3,0,1,1,1,0,1
57,1,33,2,23,1,0,0,0,1,0,0,0,1,4,0,0,0,2,1,0,0,0,0,0,0
58,1,19,32,3,0,0,0,0,1,0,0,0,0,3,0,0,0,10,1,0,1,0,0,0,0
59,1,17,12,9,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,1,0
60,1,32,35,27,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
61,1,201,30,16,16,1,2,1,4,0,2,2,7,24,6,1,18,59,30,0,2,8,0,1,1
62,1,1280,12,66,64,1,6,8,8,0,3,12,40,91,22,4,70,689,140,2,10,21,0,15,8
63,1,18,19,10,1,0,1,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0
64,1,1260,1,77,63,8,20,10,14,1,9,22,59,99,32,10,55,98,590,2,24,23,3,22,19
65,1,18,63,12,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0
66,1,40,10,2,4,0,0,0,0,0,1,0,2,5,1,0,3,17,2,1,1,1,0,0,0
67,1,5112,4,345,264,12,61,47,41,6,32,64,144,369,125,31,260,2540,457,10,97,79,1,49,78
68,1,21,74,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,1,44,20,28,5,0,0,0,0,0,0,0,2,3,0,0,1,4,1,0,0,0,0,0,0
70,1,11,25,6,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
71,1,34,2,18,0,0,0,0,0,0,1,0,1,0,1,0,1,3,5,0,2,1,0,0,1
72,1,47,2,3,2,0,0,0,0,0,0,0,5,7,0,2,5,21,2,0,0,0,0,0,0
73,1,15,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
74,1,17,10,9,0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,0,0,0,0,0,0
75,1,29,50,1,0,0,2,0,1,0,1,0,1,1,0,0,0,16,4,0,0,2,0,0,0
76,1,23,46,19,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
77,1,56,33,6,3,0,0,0,1,0,0,1,1,5,1,0,2,25,8,0,0,2,0,1,0
78,1,16,16,8,3,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0
79,1,15,49,8,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
80,1,36,5,20,1,0,0,0,0,0,0,1,2,0,0,0,1,7,3,1,0,0,0,0,0
81,1,18,16,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0
82,1,13,15,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
83,1,81,2,46,4,0,1,2,0,0,0,0,2,8,0,0,4,4,6,0,1,0,0,1,2
84,1,37,1,4,1,0,0,1,0,0,0,1,3,1,1,0,4,17,3,0,0,1,0,0,0
85,1,75,74,4,4,0,3,2,0,0,1,1,1,6,0,1,5,39,2,0,4,0,0,1,1
86,1,35,2,18,0,0,0,0,0,0,0,1,0,3,2,0,1,3,6,0,0,1,0,0,0
87,1,21,11,9,0,0,0,0,0,0,0,0,2,1,2,1,1,4,1,0,0,0,0,0,0
88,1,37,22,3,3,0,0,1,0,0,0,0,1,0,2,0,1,18,5,0,1,1,0,0,1
89,1,12,10,1,1,0,0,0,0,0,0,0,1,1,0,0,2,6,0,0,0,0,0,0,0
90,1,13,9,3,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0
91,1,14,146,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,1,20,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
93,1,12,16,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
94,1,12,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
95,1,31,42,3,3,0,0,0,0,0,0,0,1,18,0,0,0,1,5,0,0,0,0,0,0
96,1,17,87,9,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,2,0,0,0
97,1,54,10,36,1,0,0,0,0,0,1,0,0,1,1,0,3,7,4,0,0,0,0,0,0
98,1,17,36,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,13,17,6,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0
100,1,42,40,25,0,0,1,0,0,0,0,0,2,5,0,0,0,5,3,0,0,0,0,1,0
101,1,28,1,2,0,0,0,2,0,0,1,0,1,1,0,0,2,3,15,0,1,0,0,0,0
102,1,32,48,25,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0
103,1,1090,16,611,75,3,10,6,6,2,3,6,34,56,14,2,54,94,71,4,13,13,0,5,8
104,1,46,12,34,2,0,0,0,0,0,0,0,1,2,0,0,0,3,2,0,2,0,0,0,0
105,1,14,45,1,6,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0
106,1,44,7,24,1,0,0,0,0,0,1,0,2,3,0,0,2,6,3,0,0,0,0,0,2
107,1,34,1,4,2,0,0,0,0,1,0,0,1,3,0,0,2,21,0,0,0,0,0,0,0
108,1,17,5,14,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
109,1,16,1,2,1,0,0,0,0,0,0,0,1,4,1,0,1,2,3,0,1,0,0,0,0
110,1,20,43,12,2,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0
111,1,12,3,7,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
112,1,58,24,19,3,0,1,0,0,0,0,2,2,7,2,1,7,3,8,1,0,2,0,0,0
113,1,23,44,11,3,0,1,1,0,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0
114,1,35,9,6,1,0,0,0,0,0,0,0,2,15,0,1,3,5,1,0,0,1,0,0,0
115,1,1206,2,1089,35,3,1,1,3,0,1,3,20,7,4,0,8,15,10,4,1,1,0,0,0
116,1,136,7,56,4,0,1,2,0,0,0,3,5,10,4,1,10,17,16,0,5,2,0,0,0
117,1,83,5,36,4,0,1,1,1,0,1,0,3,6,3,0,8,4,5,0,6,1,0,1,2
118,1,42,38,21,1,0,0,0,0,0,0,0,1,4,0,0,7,7,0,0,1,0,0,0,0
119,1,486,19,28,30,0,8,9,3,1,2,8,14,34,17,1,30,41,221,4,14,10,0,7,4
120,1,37,7,27,0,0,0,0,0,0,0,0,1,0,1,0,2,4,1,0,0,1,0,0,0
121,1,107,68,7,4,0,0,0,1,0,3,0,5,11,4,1,1,58,7,0,1,1,0,1,2
122,1,53,22,7,3,0,0,0,0,0,0,0,1,4,2,0,6,7,19,1,0,2,0,0,1
123,1,18,5,14,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
124,1,112,18,8,50,1,1,2,0,0,0,1,2,8,5,1,4,12,8,1,2,3,0,1,2
125,1,17,35,0,1,1,0,0,0,0,0,0,1,1,0,0,1,7,4,0,1,0,0,0,0
126,1,13,11,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
127,1,23,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
128,1,15,14,1,1,0,0,0,0,0,0,0,9,2,0,0,1,0,1,0,0,0,0,0,0
129,1,11,12,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,1,57,14,33,4,0,0,0,0,0,1,0,0,3,1,0,4,8,2,0,1,0,0,0,0
131,1,58,2,27,2,0,1,0,0,0,0,0,3,3,1,0,2,4,12,0,0,3,0,0,0
132,1,35,3,15,1,0,0,0,0,0,0,0,1,4,1,0,1,10,2,0,0,0,0,0,0
133,1,28,1,22,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0
134,1,32,52,2,3,0,1,0,0,0,0,0,1,5,0,0,3,15,1,0,0,1,0,0,0
135,1,22,9,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
136,1,250,104,16,16,0,6,6,1,0,1,1,10,21,7,2,19,104,17,1,11,5,0,3,3
137,1,30,1,21,0,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,0,0,0,0,0
138,1,19,4,6,2,0,0,0,0,0,0,0,2,0,1,2,2,3,1,0,0,0,0,0,0
139,1,68,18,38,1,0,0,0,0,0,0,1,4,3,2,0,3,9,5,0,1,1,0,0,0
140,1,18,4,9,2,0,1,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0
141,1,72,50,67,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0
142,1,13,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
143,1,24,5,9,1,0,0,0,0,0,0,0,2,4,0,0,1,4,3,0,0,0,0,0,0
144,1,47,1,20,2,0,1,0,0,0,0,1,0,6,1,0,4,5,5,0,2,0,0,0,0
145,1,1847,3,1107,41,3,2,6,8,0,2,3,48,46,16,1,41,352,123,1,9,33,1,1,3
146,1,24,39,19,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
147,1,14,10,8,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0
148,1,432,20,14,4,2,3,0,4,0,0,3,12,28,11,1,14,261,56,0,1,13,1,2,2
149,1,11,22,6,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
150,1,33,12,15,1,0,0,0,0,0,0,1,2,4,0,0,0,4,4,0,1,0,0,0,1
151,1,16,3,10,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0
152,1,15,51,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,2,0,0,2,0,0,0
153,1,16,16,11,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
154,1,19,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
155,1,46,56,31,4,0,0,1,0,0,0,0,2,1,0,0,1,4,1,0,0,0,0,1,0
156,1,1740,12,1468,33,3,3,1,3,1,2,0,10,31,7,3,59,62,36,2,6,7,1,1,1
157,1,1093,14,885,17,1,5,1,3,0,2,2,15,50,7,5,21,34,24,3,6,5,2,4,1
158,1,18,2,11,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,1,0,0,0
159,1,18,176,10,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,2,0,0,0
160,1,18,35,14,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
161,1,46,3,2,2,0,0,3,3,1,0,1,1,2,1,0,3,6,20,0,0,1,0,0,0
162,1,38,5,31,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0
163,1,12,10,6,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0
164,1,20,84,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
165,1,14,24,7,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0
166,1,27,4,3,1,0,0,0,0,0,0,0,0,15,0,0,1,4,2,0,0,0,0,0,1
167,1,52,1,7,1,1,0,0,0,0,0,0,1,2,0,0,3,9,25,1,0,1,0,1,0
168,1,36,21,34,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,1,54,3,46,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0
170,1,55,2,37,1,0,0,0,2,0,0,0,2,6,0,0,0,4,1,1,0,1,0,0,0
171,1,39,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
172,1,12,15,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
173,1,17,6,13,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
174,1,45,27,19,4,1,2,0,0,0,0,0,2,0,0,0,2,3,10,0,1,0,1,0,0
175,1,33,2,5,1,0,1,0,0,0,1,1,2,2,1,0,3,12,2,0,0,1,0,1,0
176,1,18,176,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,5011,60,239,253,27,64,48,37,13,27,59,179,330,134,26,303,2463,483,11,115,118,2,31,49
178,1,19,31,9,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,0,0,0,0
179,1,35,74,17,2,0,0,0,0,0,1,0,1,5,1,0,1,5,2,0,0,0,0,0,0
180,1,16,33,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,1,0,0,1
181,1,13,93,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
182,1,57,168,53,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
183,1,35,11,3,5,0,0,0,0,0,1,0,1,1,0,0,2,18,4,0,0,0,0,0,0
184,1,22,74,10,1,0,0,0,0,0,0,0,2,4,0,0,1,2,2,0,0,0,0,0,0
185,1,21,2,7,1,0,0,0,0,0,1,0,2,1,0,0,1,3,3,0,0,1,0,0,1
186,1,254,5,27,16,0,1,1,0,0,0,1,21,25,2,1,16,102,36,0,3,2,0,0,0
187,1,128,32,16,10,1,1,0,0,0,0,8,10,9,2,0,9,44,10,1,3,2,0,0,2
188,1,18,2,15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
189,1,59,4,8,1,0,0,0,0,0,0,0,5,5,0,0,1,29,8,0,1,0,0,0,1
190,1,17,14,2,1,0,0,1,0,0,0,0,1,7,0,0,2,2,0,0,1,0,0,0,0
191,1,32,4,28,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
192,1,42,1,8,4,0,0,0,1,0,0,0,1,7,0,0,4,3,14,0,0,0,0,0,0
193,1,29,3,3,0,0,0,0,0,0,0,0,1,1,0,0,3,14,4,0,1,0,0,0,2
194,1,48,68,30,1,0,0,0,0,0,0,0,2,5,0,0,3,1,4,0,0,0,0,0,2
195,1,421,42,208,6,0,4,0,2,0,0,4,12,69,6,0,22,31,53,2,1,0,0,0,1
196,1,20,9,1,2,0,0,0,0,0,0,0,1,3,1,0,1,7,3,0,1,0,0,0,0
197,1,66,2,24,6,0,0,0,0,0,0,0,2,10,0,0,4,9,8,0,2,1,0,0,0
198,1,20,8,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,0,0,0,0,0
199,1,36,2,19,2,0,1,0,0,0,0,0,1,1,0,0,2,5,3,0,2,0,0,0,0
200,1,57,31,23,3,0,2,0,0,0,0,0,1,3,1,0,6,7,7,0,3,0,0,0,1
201,1,287,36,18,20,1,6,2,2,0,3,3,11,16,10,2,11,139,18,0,4,15,1,4,1
202,1,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
203,1,17,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,26,14,11,0,0,1,0,0,0,0,0,0,2,1,0,2,3,5,0,0,0,0,0,1
205,1,283,93,28,9,3,2,4,0,0,4,5,13,38,6,0,11,111,30,0,7,5,1,5,1
206,1,31,34,3,0,0,0,0,0,0,1,1,2,4,1,0,1,14,4,0,0,0,0,0,0
207,1,24,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
208,1,14,9,0,2,0,0,1,0,0,0,0,0,1,0,0,1,8,1,0,0,0,0,0,0
209,1,45,48,29,1,0,0,0,0,0,0,2,1,2,0,1,2,6,1,0,0,0,0,0,0
210,1,36,12,2,11,0,1,0,0,0,0,1,3,3,1,0,2,5,3,0,1,0,0,0,3
211,1,88,4,43,9,0,1,0,0,0,0,1,2,1,3,0,4,6,8,0,4,2,0,0,4
212,1,41,58,28,0,0,1,1,0,0,0,0,1,1,0,0,2,3,3,0,1,0,0,0,0
213,1,11,16,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
214,1,23,3,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1,36,8,18,5,0,0,0,0,0,0,0,1,1,0,0,2,5,2,0,1,1,0,0,0
216,1,19,24,15,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
217,1,16,2,12,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
218,1,16,3,0,0,0,1,0,0,0,1,0,1,8,0,0,2,0,1,0,0,0,1,1,0
219,1,33,9,22,0,0,0,0,0,0,0,0,1,2,1,0,0,2,2,0,0,2,0,0,1
220,1,48,22,9,19,0,1,0,0,0,0,1,4,6,1,0,1,6,0,0,0,0,0,0,0
221,1,204,16,13,13,1,3,2,1,0,3,2,8,13,6,2,5,89,18,1,8,11,4,0,1
222,1,21,136,10,0,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,1,0,0,0
223,1,20,22,3,2,0,0,0,0,0,0,0,1,3,1,0,1,6,1,1,0,0,0,1,0
224,1,41,2,1,0,0,0,0,0,0,0,0,0,1,1,0,4,2,30,0,0,2,0,0,0
225,1,27,17,16,1,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,0,1,0,0,0
226,1,21,10,15,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1
227,1,93,6,52,2,0,0,1,1,0,1,0,3,7,3,0,3,8,7,0,3,1,0,1,0
228,1,109,3,59,5,2,2,1,0,0,1,1,3,6,3,3,2,12,9,0,0,0,0,0,0
229,1,29,40,24,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0
230,1,54,60,8,2,0,0,0,0,0,0,0,3,1,1,1,6,26,6,0,0,0,0,0,0
231,1,13,18,6,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0
232,1,36,19,4,1,0,0,0,0,0,1,0,1,23,0,0,1,1,2,0,1,0,0,1,0
233,1,35,70,1,1,0,0,0,0,0,2,1,1,5,0,0,0,19,4,0,1,0,0,0,0
234,1,142,14,19,7,1,4,1,2,0,0,2,7,8,1,1,7,57,17,0,2,4,0,1,1
235,1,30,3,12,3,0,0,0,0,0,0,0,1,4,0,1,3,5,1,0,0,0,0,0,0
236,1,21,7,17,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
237,1,2032,2,64,70,5,15,17,12,2,9,9,32,101,22,5,44,124,1425,6,21,30,1,13,5
238,1,30,91,19,0,0,0,1,0,0,0,0,0,1,0,0,2,2,5,0,0,0,0,0,0
239,1,13,31,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0
240,1,46,274,5,4,0,0,0,1,0,0,1,0,4,0,0,0,6,23,0,1,1,0,0,0
241,1,18,3,8,2,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0
242,1,30,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
243,1,15,1,2,7,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1
244,1,13,18,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,1,20,8,3,8,0,0,0,0,0,0,0,0,0,2,0,4,1,1,0,1,0,0,0,0
246,1,59,29,0,5,0,1,1,3,0,1,2,4,0,20,1,3,7,4,0,1,2,0,2,2
247,1,45,1,6,0,0,0,0,1,0,0,0,1,22,0,0,3,9,2,0,1,0,0,0,0
248,1,215,2,88,14,0,5,9,1,0,1,1,5,12,5,0,20,17,20,0,8,3,0,4,2
249,1,14,92,1,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
250,1,1938,11,1859,12,1,0,1,3,0,0,0,9,7,0,0,11,15,12,5,1,2,0,0,0
251,1,454,3,161,28,0,12,0,4,0,3,9,23,36,15,4,25,58,46,1,5,10,0,7,7
252,1,4289,5,296,288,17,83,53,25,6,39,67,145,338,139,22,234,1785,408,13,115,109,5,55,47
253,1,18,2,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
254,1,46,50,6,1,0,0,0,0,0,0,0,4,4,0,0,4,17,8,0,1,1,0,0,0
255,1,110,7,8,6,0,1,1,2,0,1,1,3,45,3,2,5,12,14,0,1,1,0,2,2
256,1,92,15,11,6,0,5,0,1,1,0,0,3,6,1,1,3,33,17,2,1,1,0,0,0
257,1,18,19,10,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0
258,1,30,16,13,3,0,0,0,1,0,0,0,1,2,1,0,0,3,5,0,0,1,0,0,0
259,1,58,33,36,3,1,1,0,0,0,0,0,0,5,1,0,0,4,5,0,0,1,0,1,0
260,1,30,49,3,2,0,2,0,0,0,0,0,1,1,1,0,1,13,3,0,1,0,0,0,2
261,1,18,26,0,1,0,0,0,0,0,0,0,0,1,9,0,1,2,2,0,2,0,0,0,0
262,1,44,1,5,1,0,0,0,0,1,0,0,2,2,1,0,2,21,8,0,0,1,0,0,0
263,1,30,3,24,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0
