UID,UDC,UFN,UTN,DC_1,DC_2,DC_3,DC_4,DC_5,DC_6,DC_7,DC_8,DC_9,DC_10,DC_11,DC_12,DC_13,DC_14,DC_15,DC_16,DC_17,DC_18,DC_19,DC_20,DC_21,DC_22
20,1,15,55,6,2,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,1,0,0,0
21,1,18,8,10,1,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0
22,1,20,17,1,0,0,0,0,0,0,0,0,1,2,0,0,3,4,9,0,0,0,0,0,0
23,1,57,5,37,0,0,1,1,0,1,2,1,1,1,4,0,0,1,4,0,1,2,0,0,0
24,1,17,6,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25,1,48,60,27,9,0,0,0,1,0,0,0,3,2,0,0,2,1,3,0,0,0,0,0,0
26,1,32,14,14,3,0,0,0,0,0,0,2,1,3,0,1,0,5,3,0,0,0,0,0,0
27,1,44,2,34,1,0,0,0,0,0,1,0,1,3,0,0,1,0,1,0,1,1,0,0,0
28,1,65,88,26,2,1,0,1,0,0,1,0,3,4,3,2,4,6,8,0,0,3,0,1,0
29,1,20,25,12,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,0
30,1,14,18,10,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
31,1,43,2,27,1,0,0,0,0,0,0,0,0,10,1,0,1,2,1,0,0,0,0,0,0
32,1,16,4,8,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0
33,1,53,24,49,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
34,1,41,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,13,3,6,1,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0
36,1,134,420,9,8,0,4,3,2,0,0,3,6,9,6,1,5,49,15,0,6,2,1,4,1
37,1,16,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
38,1,36,31,15,1,0,0,0,0,0,0,0,2,5,0,0,1,6,4,0,1,1,0,0,0
39,1,49,26,15,5,0,1,0,0,0,0,1,3,6,2,0,3,6,6,0,1,0,0,0,0
40,1,49,10,47,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
41,1,50,57,2,8,0,0,0,0,0,0,1,6,2,0,0,4,22,2,0,2,0,0,0,1
42,1,1104,48,800,35,0,0,2,4,0,0,1,26,66,2,3,21,91,43,0,3,7,0,0,0
43,1,22,1,17,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
44,1,28,22,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
45,1,20,41,14,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
46,1,1425,11,193,107,1,3,4,7,3,4,12,86,181,21,7,57,509,191,4,7,19,0,2,7
47,1,68,111,38,1,0,0,0,1,0,0,0,1,9,0,0,1,16,1,0,0,0,0,0,0
48,1,35,6,2,2,1,1,0,1,0,0,1,1,3,0,0,3,14,4,0,1,1,0,0,0
49,1,22,13,13,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0
50,1,104,3,13,9,0,0,0,1,0,0,0,9,12,0,0,5,40,13,0,0,2,0,0,0
51,1,54,7,3,3,0,0,0,0,0,1,0,1,27,1,0,2,8,8,0,0,0,0,0,0
52,1,41,1,21,5,0,0,0,1,0,0,0,2,0,5,0,0,2,2,0,0,2,0,0,1
53,1,33,10,22,2,0,0,0,0,0,0,0,1,1,0,0,1,3,2,0,1,0,0,0,0
54,1,17,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,0,0,1,0
55,1,50,7,27,3,0,0,0,1,0,0,1,1,2,1,0,0,6,8,0,0,0,0,0,0
56,1,11,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
57,1,35,96,26,2,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0
58,1,19,4,2,1,0,0,0,0,0,0,0,0,8,1,0,1,4,2,0,0,0,0,0,0
59,1,82,1,71,2,0,0,1,0,0,0,0,2,1,0,0,2,3,0,0,0,0,0,0,0
60,1,189,2,17,16,1,3,4,1,0,2,1,9,11,7,0,5,79,14,0,10,4,0,1,4
61,1,163,2,23,20,1,1,1,0,0,0,0,13,8,0,1,14,13,64,1,1,1,0,1,0
62,1,28,2,20,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0
63,1,36,80,4,2,0,0,0,0,0,0,0,2,2,0,0,1,4,20,0,1,0,0,0,0
64,1,75,2,68,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0
65,1,153,4,14,3,0,1,2,2,0,0,2,6,6,3,0,10,20,78,1,2,0,0,2,1
66,1,26,8,16,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,2,0,0,0
67,1,30,36,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,43,3,6,4,0,0,0,0,0,0,0,3,19,0,0,1,5,2,0,0,2,0,0,1
69,1,100,2,7,8,1,4,3,0,0,0,2,5,6,4,1,2,41,5,0,2,2,0,4,3
70,1,114,24,9,9,1,0,0,1,0,0,1,2,7,2,2,9,53,6,0,4,1,0,2,5
71,1,55,6,4,1,0,0,0,0,0,1,2,4,4,2,1,2,27,4,0,0,2,0,0,1
72,1,79,2,50,3,0,1,0,0,0,0,1,2,10,0,0,3,2,4,0,1,0,0,0,2
73,1,47,56,34,5,0,0,0,1,0,0,1,1,1,1,0,0,0,3,0,0,0,0,0,0
74,1,37,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
75,1,12,54,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
76,1,20,6,9,1,0,0,1,0,1,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0
77,1,16,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
78,1,29,1,26,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
79,1,20,10,12,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0
80,1,58,78,32,2,0,1,1,0,0,0,0,1,1,1,0,2,6,4,0,6,0,0,0,1
81,1,1274,1,59,67,4,15,19,13,1,10,21,33,101,39,7,44,637,108,1,28,34,0,21,12
82,1,58,2,32,1,0,0,0,1,0,0,1,1,1,0,0,3,8,7,0,2,1,0,0,0
83,1,26,8,9,4,0,0,1,0,0,0,0,3,2,0,0,1,4,1,0,1,0,0,0,0
84,1,15,1,6,2,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0
85,1,41,18,34,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0
86,1,29,25,4,1,0,0,0,0,0,0,1,1,0,1,0,1,12,4,2,2,0,0,0,0
87,1,16,26,7,3,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0
88,1,29,4,12,0,0,0,0,0,0,0,1,3,3,0,1,2,3,3,0,1,0,0,0,0
89,1,13,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,1,176,7,8,6,0,6,3,2,0,0,1,9,13,4,0,5,96,12,0,6,3,0,0,2
91,1,141,28,6,3,0,0,0,1,1,0,0,4,91,2,0,11,15,2,0,1,2,0,2,0
92,1,61,2,23,1,0,0,1,0,1,2,0,2,5,0,0,2,12,4,0,3,2,1,0,2
93,1,29,42,17,0,0,0,0,0,0,0,0,1,3,2,0,1,4,1,0,0,0,0,0,0
94,1,25,6,1,4,0,0,0,0,0,0,1,2,1,0,0,1,14,1,0,0,0,0,0,0
95,1,152,8,12,13,0,3,3,1,0,1,1,5,15,3,1,7,55,14,0,7,2,0,5,4
96,1,40,14,28,3,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,1,0,0,0
97,1,31,16,3,2,0,1,0,1,0,0,0,2,3,1,1,1,14,1,0,0,0,1,0,0
98,1,34,4,3,0,0,0,0,0,0,0,0,2,2,0,0,1,22,4,0,0,0,0,0,0
99,1,53,6,43,1,1,0,0,0,0,0,0,0,2,0,0,2,1,1,1,0,1,0,0,0
100,1,51,33,4,7,0,0,0,0,0,0,1,1,9,0,0,1,21,6,0,0,1,0,0,0
101,1,25,105,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,1,35,18,5,4,0,0,0,0,1,0,0,3,16,0,0,1,4,1,0,0,0,0,0,0
103,1,13,18,10,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
104,1,176,71,18,13,2,1,1,0,0,1,2,9,14,4,0,3,77,20,1,2,2,0,3,3
105,1,60,18,27,3,0,0,0,0,0,1,0,2,5,2,0,6,9,4,0,1,0,0,0,0
106,1,78,1,33,4,0,0,0,0,0,0,1,4,6,2,0,4,18,3,0,1,2,0,0,0
107,1,56,1,1,2,0,1,0,0,0,0,0,2,3,0,0,4,29,12,0,1,1,0,0,0
108,1,20,5,12,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0
109,1,33,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
110,1,27,6,13,2,0,0,1,0,0,0,0,0,0,0,0,1,6,1,0,1,1,0,0,1
111,1,42,42,6,1,0,0,0,0,0,0,0,0,19,0,0,4,6,5,0,0,1,0,0,0
112,1,2525,6,1320,119,13,26,32,22,5,19,24,66,148,59,11,82,227,198,6,39,55,3,28,23
113,1,90,56,38,9,0,1,0,0,0,0,0,6,10,2,0,6,12,5,0,0,1,0,0,0
114,1,28,16,1,1,0,0,0,0,0,0,0,1,3,0,0,6,11,5,0,0,0,0,0,0
115,1,32,45,26,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0
116,1,13,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,22,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
118,1,33,5,14,0,0,2,0,1,0,1,0,1,1,1,1,1,3,6,0,0,0,0,0,1
119,1,118,20,14,4,0,0,0,1,0,0,2,9,48,0,0,9,16,12,1,1,0,0,0,1
120,1,46,53,1,4,1,1,0,0,0,0,2,3,6,1,0,2,20,3,0,1,0,0,1,0
121,1,11,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
122,1,29,1,22,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,0,0
123,1,20,107,2,0,0,0,1,0,0,1,0,2,9,0,0,1,2,2,0,0,0,0,0,0
124,1,13,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,1,65,18,4,4,0,3,0,0,1,1,0,1,3,1,1,5,28,6,0,0,4,0,2,1
126,1,44,94,31,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,0,0,0,0
127,1,50,80,5,4,0,0,0,0,0,0,0,4,19,0,0,1,11,5,0,0,0,0,1,0
128,1,11,5,1,0,0,0,0,0,0,0,1,1,5,1,0,1,0,1,0,0,0,0,0,0
129,1,30,2,23,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0
130,1,44,31,6,1,0,0,0,0,0,0,0,3,6,2,0,1,18,2,0,4,0,0,1,0
131,1,18,46,9,1,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0
132,1,65,26,26,9,0,0,2,0,0,0,0,2,3,4,0,5,6,6,1,1,0,0,0,0
133,1,66,4,48,0,0,0,0,0,0,1,0,1,2,0,0,3,6,2,1,0,1,0,0,1
134,1,20,14,11,2,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,1,0,0,0
135,1,26,11,4,2,0,0,1,0,0,0,0,2,0,0,0,1,12,3,0,0,1,0,0,0
136,1,18,26,12,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
137,1,15,2,11,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
138,1,21,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
139,1,45,4,5,4,0,0,0,0,0,1,0,2,7,1,0,2,21,2,0,0,0,0,0,0
140,1,18,24,12,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0
141,1,69,42,29,5,0,2,0,0,0,0,2,0,6,0,0,2,13,6,1,0,2,0,0,1
142,1,46,11,2,0,1,1,1,1,0,0,0,1,4,0,0,2,23,5,0,1,3,0,1,0
143,1,13,14,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
144,1,31,16,27,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
145,1,27,2,3,2,0,1,0,0,0,0,0,1,9,0,0,1,5,2,0,2,0,0,0,1
146,1,12,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
147,1,21,2,16,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0
148,1,62,60,37,1,1,0,0,0,0,0,2,1,4,1,0,4,6,4,0,0,1,0,0,0
149,1,17,21,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,7,0,0,0,0,0,0
150,1,11,110,1,2,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,1,0,0,0,0
151,1,70,6,21,10,0,0,0,0,0,2,0,4,7,0,0,7,8,9,0,1,1,0,0,0
152,1,15,64,5,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0
153,1,71,2,7,2,1,1,3,0,0,0,0,3,28,1,2,4,5,8,0,3,2,0,0,1
154,1,23,10,2,1,0,0,0,0,0,0,1,2,1,1,0,1,4,10,0,0,0,0,0,0
155,1,99,2,7,5,0,1,1,4,1,0,0,1,7,3,0,6,9,45,0,5,1,0,2,1
156,1,27,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
157,1,11,3,3,2,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0
158,1,86,12,9,2,0,0,1,0,0,3,0,4,7,3,0,11,10,34,0,1,1,0,0,0
159,1,17,5,0,2,0,0,0,0,0,0,0,1,1,0,0,1,7,5,0,0,0,0,0,0
160,1,24,3,15,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
161,1,25,16,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
162,1,22,54,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0
163,1,35,33,30,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
164,1,19,11,14,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0
165,1,17,760,0,0,0,0,0,0,0,0,0,12,0,0,0,2,1,0,0,1,1,0,0,0
166,1,17,24,3,0,0,0,0,0,0,0,0,0,1,0,0,3,3,7,0,0,0,0,0,0
167,1,43,3,27,1,0,0,0,1,0,0,0,0,3,0,0,0,4,3,1,0,2,0,0,1
168,1,25,5,4,1,0,0,0,0,0,0,0,1,7,1,0,5,3,3,0,0,0,0,0,0
169,1,16,27,9,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0
170,1,15,5,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
171,1,28,17,24,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
172,1,54,1,8,1,0,0,0,0,0,0,0,5,8,1,1,2,21,6,0,1,0,0,0,0
173,1,11,8,1,1,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0
174,1,4951,39,345,281,10,41,35,26,4,11,41,165,320,109,19,243,509,2548,8,68,82,1,35,50
175,1,45,23,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0
176,1,3962,10,256,254,10,42,34,29,7,15,57,128,288,106,15,302,363,1826,9,63,86,2,32,38
177,1,3597,1,230,199,18,41,35,32,1,23,39,91,332,83,11,165,1719,368,8,51,70,2,35,44
178,1,16,85,11,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
179,1,42,15,30,1,0,0,1,0,0,0,1,1,0,0,0,1,2,4,0,1,0,0,0,0
180,1,32,36,19,1,1,0,2,0,0,0,0,3,0,0,0,3,2,0,0,0,1,0,0,0
181,1,56,12,37,4,0,0,0,0,0,0,0,1,3,3,0,1,5,1,0,0,0,0,0,1
182,1,33,64,23,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,2,0,0,0
183,1,11,14,8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
184,1,44,37,17,4,0,1,0,0,0,0,2,2,4,1,0,7,2,1,0,2,0,0,1,0
185,1,833,48,136,84,0,1,0,6,0,0,3,42,65,2,0,28,395,62,1,2,6,0,0,0
186,1,13,2,1,1,0,0,0,0,0,0,1,4,1,0,0,1,1,2,0,1,0,0,0,0
187,1,18,6,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
188,1,789,10,61,45,6,13,16,5,2,7,11,30,80,17,8,34,313,70,6,29,13,1,9,13
189,1,99,27,9,4,0,2,0,0,0,0,2,4,6,4,0,8,49,5,0,3,1,0,2,0
190,1,29,29,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
191,1,444,2,57,29,2,4,2,2,1,0,1,25,47,3,3,28,179,44,1,3,7,0,2,4
192,1,49,10,19,5,0,0,0,0,0,2,0,4,5,1,0,4,4,4,0,1,0,0,0,0
193,1,15,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
194,1,135,106,5,12,0,3,0,3,1,0,0,4,11,4,2,8,62,10,1,2,3,0,4,0
195,1,27,7,11,2,0,1,0,0,0,0,1,0,1,0,0,1,4,3,0,2,1,0,0,0
196,1,120,27,51,6,0,1,0,0,0,1,2,5,6,1,2,8,14,12,1,7,2,1,0,0
197,1,12,4,0,3,0,0,1,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1
198,1,15,1,2,6,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0
199,1,28,13,1,1,0,0,0,0,0,0,0,0,2,0,0,1,16,4,1,0,2,0,0,0
200,1,60,22,27,1,0,2,0,0,0,0,0,3,5,1,1,4,5,8,0,2,0,0,0,1
201,1,83,28,2,4,1,2,0,1,0,0,0,2,48,1,0,7,8,2,0,3,2,0,0,0
202,1,36,2,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,14,15,6,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,0,0,0,0,0,0
204,1,159,2,79,8,2,1,2,1,0,2,4,10,10,3,2,3,15,10,3,1,2,0,1,0
205,1,49,2,23,2,0,0,0,0,0,0,1,2,12,0,0,3,5,1,0,0,0,0,0,0
206,1,485,1,64,38,4,10,5,5,0,2,6,12,48,13,1,21,169,61,1,5,10,0,6,4
207,1,16,23,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,1
208,1,46,201,40,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
209,1,31,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,8,18,0,0,0,0,0,0
210,1,27,6,15,1,0,0,0,0,0,0,0,0,2,0,1,3,2,2,0,1,0,0,0,0
211,1,110,1,8,9,0,1,2,1,0,1,1,5,9,3,1,5,46,8,0,6,4,0,0,0
212,1,17,47,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
213,1,48,10,6,1,0,0,0,2,0,0,1,4,2,1,0,3,19,7,0,1,0,0,0,1
214,1,52,8,4,1,0,0,1,0,0,0,0,1,4,0,0,5,10,25,0,0,1,0,0,0
215,1,28,98,24,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
216,1,38,3,4,2,0,0,0,1,0,0,0,1,5,0,2,6,12,4,0,0,0,0,0,1
217,1,640,2,42,31,5,6,6,3,0,8,10,26,45,25,6,30,64,267,7,13,24,0,11,11
218,1,60,24,4,3,0,0,1,1,1,0,2,4,5,2,0,4,4,19,0,3,2,0,0,5
219,1,34,46,3,18,0,0,0,0,0,0,1,4,2,1,0,0,4,1,0,0,0,0,0,0
220,1,94,11,58,6,1,0,0,0,0,2,0,3,3,1,0,4,7,6,0,1,2,0,0,0
221,1,30,8,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
222,1,64,1,40,5,0,0,0,0,0,1,0,2,4,1,0,2,2,4,0,2,1,0,0,0
223,1,38,1,22,2,0,0,0,0,0,0,0,3,2,0,0,2,3,4,0,0,0,0,0,0
224,1,20,56,14,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
225,1,29,5,20,2,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0
226,1,65,94,24,4,0,0,0,0,0,3,1,5,5,1,0,5,3,9,0,2,2,0,0,1
227,1,81,2,38,5,0,2,0,0,0,3,1,2,4,2,0,4,6,2,0,6,2,2,0,2
228,1,20,4,10,2,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,0,1,0,0,0
229,1,5105,19,447,289,21,39,45,26,5,29,45,167,345,106,27,262,2448,555,6,85,83,7,38,30
230,1,799,1,60,43,2,5,8,4,1,9,6,25,81,10,4,41,366,87,2,22,13,1,5,4
231,1,35,48,27,2,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0
232,1,14,126,8,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0
233,1,37,40,23,0,0,0,0,0,0,0,0,0,7,1,2,0,2,1,0,0,0,0,1,0
234,1,69,4,44,4,0,0,0,1,0,0,0,1,5,1,0,2,3,6,1,1,0,0,0,0
235,1,19,7,9,0,0,0,0,0,0,0,0,1,3,0,0,2,1,3,0,0,0,0,0,0
236,1,19,3,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
237,1,47,19,22,1,0,1,0,0,0,1,0,3,3,1,0,5,4,5,0,1,0,0,0,0
238,1,17,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,1,0,0,0,0
239,1,12,62,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240,1,46,56,19,4,0,0,1,0,0,0,0,1,2,2,2,1,4,7,0,2,1,0,0,0
241,1,18,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0,0
242,1,22,8,0,1,0,0,1,0,0,0,0,0,4,1,0,1,10,2,0,0,0,1,0,1
243,1,55,6,5,3,1,0,0,0,0,0,1,2,2,1,0,2,26,4,0,5,0,0,2,1
244,1,17,1,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1
245,1,43,28,29,1,0,0,0,0,0,0,0,3,2,1,0,1,6,0,0,0,0,0,0,0
246,1,32,21,1,3,0,0,0,0,0,1,0,6,3,0,0,4,2,12,0,0,0,0,0,0
247,1,21,2,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248,1,21,1,2,3,0,1,0,0,0,0,0,0,0,0,0,2,2,9,0,2,0,0,0,0
249,1,16,16,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250,1,19,69,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1,29,1,16,3,0,0,0,0,0,1,0,0,2,0,0,2,3,1,0,0,1,0,0,0
252,1,85,46,7,4,1,0,0,2,0,0,1,2,38,1,1,6,12,5,0,2,1,1,0,1
253,1,36,3,3,16,0,1,1,0,1,0,1,3,3,0,0,0,4,2,0,1,0,0,0,0
254,1,16,12,2,1,0,0,0,0,0,0,0,2,3,0,0,0,7,1,0,0,0,0,0,0
255,1,35,31,3,4,0,0,0,0,0,0,1,4,13,0,0,2,6,2,0,0,0,0,0,0
256,1,28,77,21,0,0,0,0,1,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0
257,1,55,1,20,2,0,1,1,0,0,1,1,2,5,3,0,6,7,5,0,0,0,0,1,0
258,1,189,10,13,13,1,3,2,0,0,0,3,6,19,6,0,7,76,25,0,4,6,0,3,2
259,1,12,40,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
260,1,31,39,22,1,0,0,0,0,0,0,0,2,1,0,0,0,4,1,0,0,0,0,0,0
261,1,117,22,7,8,0,2,1,0,0,1,0,5,16,3,0,7,50,12,0,1,3,0,1,0
262,1,33,5,2,1,1,0,1,0,1,0,0,1,0,1,0,2,2,2,0,0,18,0,1,0
263,1,72,78,2,4,0,0,0,2,0,0,0,3,4,2,0,2,41,8,1,0,2,0,1,0
